ELBO loss,Accuracy,Epoch wall clock times
-16.993562698364258,0.22263333201408386,1.969355891997111
402.1729431152344,0.2230333387851715,4.196119815998827
422.138916015625,0.2271166741847992,6.247679467007401
440.2293701171875,0.23793333768844604,8.132470990007278
453.0068359375,0.2502666711807251,10.175965989998076
456.9648132324219,0.25851666927337646,12.314010893009254
458.2024841308594,0.2705833315849304,14.45870622601069
459.08636474609375,0.2868500053882599,16.516335902007995
459.78948974609375,0.3141833245754242,18.519768842001213
474.5773010253906,0.5490666627883911,20.573953334998805
517.49951171875,0.8495000004768372,22.59094101699884
545.7980346679688,0.9075999855995178,24.735129595006583
562.6196899414062,0.9350666999816895,26.83186862101138
577.9475708007812,0.9509333372116089,28.884420660018804
587.6185302734375,0.9594333171844482,31.054119862019434
593.6611328125,0.9647833704948425,32.944074156024726
598.2980346679688,0.9684000015258789,34.81865795401973
602.1763305664062,0.9711999893188477,36.68573101502261
605.6145629882812,0.9727333188056946,38.54542217502603
608.5026245117188,0.9753333330154419,40.41549384003156
611.1698608398438,0.9768333435058594,42.44429906902951
613.55810546875,0.9782333374023438,44.47175829902699
615.5658569335938,0.9786166548728943,46.35560423403513
617.2523803710938,0.9800500273704529,48.21133839804679
618.7110595703125,0.9794999957084656,50.069896532048006
620.1630249023438,0.9802500009536743,52.03098703305295
621.4606323242188,0.9815999865531921,54.00724989105947
622.7221069335938,0.9824333190917969,56.154645019050804
623.8816528320312,0.9811833500862122,58.242451474041445
624.9048461914062,0.9826666712760925,60.25293526503083
625.9998779296875,0.982283353805542,62.12444732003496
626.9159545898438,0.9819499850273132,63.99464896203426
627.6925048828125,0.9830000400543213,66.12103777403536
628.4837036132812,0.9829666614532471,67.9830482450343
629.2367553710938,0.9835000038146973,69.98128875803377
629.9718627929688,0.9835000038146973,71.85374903504271
630.5831909179688,0.9836500287055969,73.84753296103736
631.1898193359375,0.9834499955177307,75.72175945804338
631.7542724609375,0.9848333597183228,77.74161148804706
632.2718505859375,0.9849666953086853,79.64180439604388
632.7926635742188,0.9846667051315308,81.76064886903623
