P Loss,Q Loss,Accuracy,Epoch wall clock times
-223.44577026367188,201.2074432373047,0.6510833501815796,9.992718697999862
-306.301025390625,212.88624572753906,0.6801333427429199,20.527181321999706
-324.99432373046875,209.0303497314453,0.6954333186149597,31.046795672999906
-336.822509765625,206.14947509765625,0.7629666924476624,41.60278254599962
-344.6709289550781,205.03636169433594,0.7837333679199219,52.2961507949999
-356.9375,200.29554748535156,0.8500833511352539,61.20388395499958
-364.65081787109375,199.65023803710938,0.8568500280380249,71.64388819899932
-369.2536315917969,199.8097381591797,0.9073666930198669,82.28600325299931
-373.9064636230469,200.01077270507812,0.9147166609764099,92.9182569199993
-379.12249755859375,198.99319458007812,0.9245833158493042,103.56297216099938
-381.6388244628906,197.5020751953125,0.9271833300590515,114.23881106799945
-382.7726135253906,199.29440307617188,0.9339166879653931,123.90837655099949
-387.1850891113281,198.01495361328125,0.9375666975975037,134.51058082999953
-388.5330810546875,197.90536499023438,0.9422333240509033,145.04879554699983
-388.10784912109375,199.4213409423828,0.9405666589736938,155.58951648099946
-389.9972229003906,199.1395721435547,0.9437666535377502,166.1069176849992
-390.2382507324219,199.08534240722656,0.945983350276947,176.57391928899915
-393.51092529296875,197.4565887451172,0.9480167031288147,187.11441057499906
-396.6679992675781,196.90521240234375,0.9508500099182129,196.44028453699912
-396.567138671875,197.36683654785156,0.9577833414077759,207.07760520199918
-399.0097961425781,196.3762664794922,0.956683337688446,217.7712427449992
-397.9740295410156,197.59268188476562,0.9520833492279053,228.44022992199916
-398.0398864746094,198.24856567382812,0.9560500383377075,239.11993510899947
-398.1523132324219,198.1184844970703,0.9573500156402588,249.75667151699918
-399.1448669433594,197.99192810058594,0.9567333459854126,259.5741324639994
-401.311279296875,197.42144775390625,0.9509666562080383,268.79572944299935
-400.56341552734375,197.99710083007812,0.9587500095367432,278.1611800119995
-403.34130859375,196.65220642089844,0.958733320236206,287.5315422469994
-404.1634521484375,195.6787872314453,0.9580000042915344,298.07726049099983
-402.0743408203125,197.88919067382812,0.9599000215530396,308.50377566099996
-401.7564697265625,197.79660034179688,0.9610166549682617,319.0471661750007
-402.5776062011719,197.06507873535156,0.9629666805267334,328.8022018130014
-403.9806213378906,197.896484375,0.961316704750061,337.92591875400103
-405.0528869628906,196.0694580078125,0.9600499868392944,348.66330614800063
-404.0136413574219,197.7519989013672,0.9595500230789185,359.284725429
-406.1554870605469,195.6112518310547,0.9616667032241821,369.79612579199966
-406.20916748046875,196.65367126464844,0.9605166912078857,380.3722920499995
-404.86077880859375,197.2697296142578,0.959600031375885,390.2763631459993
-405.973876953125,197.72879028320312,0.9638333320617676,400.92032214399933
-406.2174987792969,197.82994079589844,0.9614666700363159,411.5331935139993
-406.867431640625,197.7266845703125,0.9650499820709229,422.127313347999
-407.8792724609375,196.56478881835938,0.9601666927337646,432.7196636439994
-407.90972900390625,196.46156311035156,0.9653833508491516,442.7368978969989
-409.3636169433594,196.42588806152344,0.9635833501815796,452.6816901919992
-408.142333984375,198.12037658691406,0.9609500169754028,463.27089295099904
-409.2836608886719,197.3065948486328,0.9646833539009094,473.8763253569996
-410.0937194824219,196.17965698242188,0.9640333652496338,484.529618689
-408.8827209472656,196.9137725830078,0.9660666584968567,494.8743206680001
-409.3642272949219,196.93312072753906,0.9660500288009644,503.8570757059997
-410.87933349609375,195.91030883789062,0.9637500047683716,512.6855036349998
-409.3636474609375,197.85565185546875,0.9654833674430847,521.195565903
-409.0524597167969,197.33555603027344,0.9670500159263611,529.7288395280002
-409.1206970214844,197.2040252685547,0.9678333401679993,538.3267069080002
-410.6289367675781,196.43966674804688,0.9679833650588989,546.6785546239998
-409.7405090332031,197.6680908203125,0.9643666744232178,555.0125578120005
-411.9486389160156,195.7891845703125,0.9678833484649658,563.3435871070005
-411.7409973144531,196.3872528076172,0.9672333598136902,571.674072105001
-412.1585388183594,195.6564483642578,0.9679499864578247,580.2706965280004
-411.99554443359375,196.16436767578125,0.965583324432373,588.6222312580003
-411.1053161621094,196.84544372558594,0.9656833410263062,597.265933013
-411.3982238769531,197.23439025878906,0.9710167050361633,605.7689904620001
-413.43035888671875,196.31056213378906,0.9713333249092102,614.5730293610004
-413.5681457519531,196.10154724121094,0.9699333310127258,623.3809679960004
-412.5795593261719,196.9025421142578,0.9675833582878113,631.8373381370002
-413.8831481933594,195.72854614257812,0.9695166945457458,640.4796031860005
-413.27655029296875,195.97451782226562,0.9686333537101746,648.7973371450007
-413.44342041015625,197.24392700195312,0.9711666703224182,657.2871204090006
-413.0777587890625,196.70480346679688,0.9669333696365356,665.6097248120004
-413.3765869140625,196.49899291992188,0.9681500196456909,673.9087184360005
-415.0376892089844,195.40414428710938,0.968583345413208,682.3778066240011
-414.022216796875,196.5904083251953,0.9674167037010193,691.3899148450009
-415.4082336425781,196.3282012939453,0.970133364200592,701.0827645610007
-415.3030090332031,195.38900756835938,0.9690999984741211,710.5590751260006
-414.95184326171875,196.04075622558594,0.9672166705131531,719.262725603
-414.1490173339844,196.69532775878906,0.9667500257492065,727.9315975250001
-416.6744079589844,194.77096557617188,0.9711000323295593,736.9798085210005
-415.4176025390625,195.35169982910156,0.9672499895095825,745.9395622960001
-414.7222900390625,196.70449829101562,0.9700000286102295,754.9251759140006
-414.0324401855469,196.5342559814453,0.9701833724975586,763.5542092270007
-414.3511047363281,196.5138702392578,0.9696333408355713,771.9709173800011
-414.7324523925781,196.06166076660156,0.9692666530609131,781.2029941740011
-417.1429443359375,194.86717224121094,0.9723166823387146,790.627163735001
-417.6595764160156,194.88201904296875,0.9665166735649109,800.2088625800016
-416.4271545410156,195.62413024902344,0.9705666899681091,809.1364342690022
-416.5157775878906,195.5243377685547,0.9693333506584167,817.9712688850022
-415.73583984375,195.64053344726562,0.9688000082969666,826.6174517480022
-415.948974609375,196.26025390625,0.9697999954223633,834.831571990002
-415.81341552734375,195.8816680908203,0.9711000323295593,843.5513126310016
-415.7280578613281,196.0809783935547,0.9664000272750854,852.4644408970007
-416.551025390625,196.3217010498047,0.9696666598320007,861.1501340870009
-416.1097717285156,196.69032287597656,0.9716500043869019,869.516809437001
-416.6405029296875,195.88868713378906,0.9677166938781738,877.8261509250005
-417.0623474121094,196.14662170410156,0.9698333144187927,886.1816731480003
-415.4333801269531,197.0462188720703,0.9703333377838135,894.5106587690007
-415.7913513183594,196.86334228515625,0.9677500128746033,902.7866890210007
-417.1677551269531,195.61720275878906,0.9728666543960571,911.1194155080011
-416.7841491699219,195.4844207763672,0.971666693687439,919.448575501001
-416.34820556640625,195.3936767578125,0.9717000126838684,927.8514006370006
-417.23876953125,195.79534912109375,0.9694666862487793,936.4570228730008
-417.0851135253906,196.32122802734375,0.9712666869163513,944.8190470520012
-417.3735656738281,195.90103149414062,0.9695166945457458,953.4918895420014
-417.7101745605469,196.3441925048828,0.9706667065620422,962.076563941001
-417.7881164550781,195.80931091308594,0.9718000292778015,970.8070547710013
-416.50164794921875,195.64199829101562,0.9714333415031433,979.3929592630011
-415.7403259277344,197.41168212890625,0.9702000021934509,988.1348148120014
-416.6710205078125,196.71971130371094,0.9693333506584167,996.7591766500018
-418.71417236328125,195.82313537597656,0.9696666598320007,1005.2659361400019
-418.33984375,195.27517700195312,0.9692167043685913,1013.5628325880016
-418.10882568359375,195.7725067138672,0.9708833694458008,1022.843626406001
-417.5625915527344,195.6769561767578,0.9710333347320557,1032.2465609520004
-417.23785400390625,195.64599609375,0.9701833724975586,1040.9860117839999
-417.20977783203125,195.78494262695312,0.9719333648681641,1050.1751061329996
-415.745849609375,196.97540283203125,0.9722833633422852,1058.5755021269988
-416.91680908203125,195.85165405273438,0.9708666801452637,1068.0805683529989
-416.8255310058594,196.03106689453125,0.970300018787384,1077.7063080219987
-417.0307922363281,196.1487274169922,0.9711999893188477,1086.2359799719989
-415.073974609375,195.56007385253906,0.9707500338554382,1094.7547068369986
-416.058349609375,196.4610137939453,0.9702000021934509,1103.056411913998
-417.7160949707031,196.6640167236328,0.9698333144187927,1111.5991735749985
-418.583740234375,195.1239013671875,0.9695833325386047,1121.5019505149985
-418.4090881347656,195.26589965820312,0.9695166945457458,1130.4041351179985
-418.2324523925781,195.678955078125,0.9740000367164612,1139.0666506399984
-418.0845031738281,195.05877685546875,0.9732833504676819,1147.6468163199988
-418.9753112792969,194.75576782226562,0.9709666967391968,1156.2764612779993
-418.8343200683594,195.1640625,0.9714500308036804,1164.9205221719994
-418.6940002441406,195.18170166015625,0.9700666666030884,1173.4502368439998
-417.968505859375,195.58229064941406,0.9727833271026611,1182.0263008619995
-416.59832763671875,195.49742126464844,0.9714166522026062,1190.4788952809995
-417.9960632324219,196.1571502685547,0.9694833159446716,1199.0324608680003
-419.0000305175781,195.301025390625,0.9704499840736389,1207.941208061001
-418.3555603027344,194.5010223388672,0.9729333519935608,1216.6871476530005
-418.7425842285156,194.6310272216797,0.9664333462715149,1225.359366015001
-419.2540588378906,195.084716796875,0.9692666530609131,1233.6870211970008
-418.8681335449219,196.1169891357422,0.9712833166122437,1243.543129769001
-419.0611267089844,195.6299285888672,0.9714166522026062,1252.5290653070015
-419.2146911621094,195.71377563476562,0.9729833602905273,1261.3003329220019
-418.31201171875,196.56582641601562,0.9690166711807251,1270.5095074910014
-418.72027587890625,196.2577667236328,0.9730333685874939,1280.0725190010016
-419.2608947753906,195.92657470703125,0.9699333310127258,1288.7780093340016
-419.2103576660156,195.9245147705078,0.9680500030517578,1298.0928540700015
-420.693359375,195.31671142578125,0.9729000329971313,1307.6068185860013
-420.76580810546875,194.8046875,0.9729999899864197,1317.1287084070009
-420.9660339355469,194.540283203125,0.97079998254776,1326.0884616680014
-419.46923828125,195.29568481445312,0.9684333205223083,1335.426210044001
-419.8448181152344,195.12115478515625,0.9690666794776917,1345.2954481820007
-419.22882080078125,195.28314208984375,0.9678666591644287,1353.6914528060006
-420.25390625,195.3054962158203,0.9735666513442993,1363.0085765210006
-418.98846435546875,196.55519104003906,0.9732166528701782,1372.027010111
-420.2177734375,195.74423217773438,0.9717167019844055,1380.4989778460003
-421.3593444824219,194.8716278076172,0.9714000225067139,1389.0531248469997
-419.701171875,195.53759765625,0.970716655254364,1398.2376302869998
-418.4877014160156,195.49945068359375,0.9711166620254517,1407.0037675619997
-420.04754638671875,195.18606567382812,0.9696166515350342,1415.5815521959994
-420.9619140625,194.69686889648438,0.970133364200592,1424.9139928429995
-420.5187683105469,194.67271423339844,0.9722499847412109,1434.521160573
-421.77581787109375,194.4267578125,0.9734833240509033,1443.789422158
-422.1015625,195.12359619140625,0.9715999960899353,1452.7668616319997
-420.7130432128906,195.82827758789062,0.9716166853904724,1462.2035680449999
-421.46356201171875,195.2423858642578,0.9736500382423401,1471.8655494129998
-420.5548400878906,195.9326629638672,0.9718833565711975,1481.3230410590004
-420.8340759277344,195.7980499267578,0.972083330154419,1489.7152299980007
-421.3973388671875,195.21617126464844,0.9727833271026611,1498.0529692830014
-421.1000671386719,194.89517211914062,0.9724667072296143,1506.3716338860013
-421.0260314941406,195.25270080566406,0.9693999886512756,1514.871971081001
-421.0033874511719,195.04742431640625,0.9680666923522949,1523.3714552520005
-421.2999572753906,195.44287109375,0.9706833362579346,1531.9294627830004
-421.1796875,195.21836853027344,0.9712499976158142,1540.6924615100006
-422.0765380859375,194.43443298339844,0.970550000667572,1549.2036897530006
-423.26971435546875,194.45066833496094,0.9734166860580444,1557.6404827060005
-421.8002014160156,195.7920379638672,0.9736999869346619,1566.1160796500008
-422.48748779296875,194.51063537597656,0.9739833474159241,1576.136741147
-422.5543518066406,195.46356201171875,0.970550000667572,1585.1338628430003
-421.80889892578125,195.74087524414062,0.9696833491325378,1593.4457180790005
-421.0393371582031,195.92750549316406,0.97079998254776,1601.7671046140003
-423.63470458984375,194.57797241210938,0.9713000059127808,1610.2302126570003
-423.03106689453125,195.2430877685547,0.9741333723068237,1619.5272051890006
-421.3712463378906,195.40187072753906,0.9727333188056946,1628.1304335690002
-421.7298889160156,195.42955017089844,0.9733333587646484,1637.7270124260003
-423.75360107421875,194.35804748535156,0.9711999893188477,1646.128261766
-422.08270263671875,195.53863525390625,0.9719499945640564,1654.6795516549992
-423.0862731933594,195.1923370361328,0.972000002861023,1664.2084605219998
-421.8111267089844,195.73072814941406,0.9712166786193848,1673.3394728430003
-422.2063903808594,195.5108184814453,0.9708499908447266,1682.2971241290006
-423.85357666015625,194.3941192626953,0.9732666611671448,1692.1375629350005
-423.92840576171875,194.40187072753906,0.9728333353996277,1700.6595985580007
-422.75018310546875,193.7876434326172,0.9718833565711975,1709.7643625370001
-422.59478759765625,194.8779296875,0.9679833650588989,1719.1292310690005
-421.75408935546875,195.1964874267578,0.9708666801452637,1727.5200893130004
-420.6635437011719,195.46231079101562,0.9730833172798157,1736.6683269180003
-422.40960693359375,195.28854370117188,0.9727166891098022,1746.3940108140005
-422.9683837890625,194.70237731933594,0.9728167057037354,1754.8811230800002
-424.2424621582031,194.25680541992188,0.9727166891098022,1764.805760624
-424.1595458984375,194.5049591064453,0.9736166596412659,1773.8887722649997
-424.3396301269531,194.0260467529297,0.9736166596412659,1783.7193266369995
-422.7124938964844,194.87973022460938,0.9725666642189026,1792.808018495999
-424.5644836425781,193.826904296875,0.9722166657447815,1802.7532988649991
-424.80145263671875,194.09495544433594,0.9738500118255615,1812.1296946579996
-424.2419738769531,194.83428955078125,0.9697499871253967,1821.0695308609993
-424.8360900878906,193.79615783691406,0.9705166816711426,1830.741927279999
-423.2756652832031,195.30328369140625,0.9725000262260437,1839.3952524099986
-425.03619384765625,193.976318359375,0.972183346748352,1847.8131011939986
